hoofs,the foot of an ungulate mammal; dance in a professional capacity
hoofy,
hooky,
hooly,
hoose,
hoosh,
hoove,
hoped,expect and wish
hoper,a person who hopes
hoppy,
horal,
horde,
horim,
horme,
horny,
horse,
horst,
horsy,
hosed,water with a hose
hosel,
hosta,
hotch,
hotel,a building where travelers can pay for lodging and meals and other services
hotly,in a heated manner
hotta,
hough,
hound,
houri,
house,
housy,
hovel,small crude shelter used as a dwelling
hoven,
hover,
howdy,an expression of greeting
howea,
howel,
howff,
howso,
hoyle,
hsuan,
huaca,
huaco,
huari,
huave,
hubba,
hubby,
hucho,
huffy,
hulky,
human,
humbo,
humet,
humic,
humid,
humin,
humor,
humph,
humpy,
humus,
hunch,an impression that something might be the case; round one's back by bending forward and drawing the shoulders forward
hundi,
hunks,
hunky,
hurds,
hurly,
huron,
hurri,
hurry,
hurst,
hurty,
husho,
husky,
hussy,
hutch,
hutia,
huzza,
hybla,
hydra,
hydro,
hyena,
hying,
hyleg,
hylic,
hymen,
hynde,
hyoid,
hyper,
hypha,
hypho,
hyrax,
hyson,
iambe,
iambi,
ianus,
iberi,
ibota,
icaco,
iceni,
ichor,
icica,
icily,
icing,
ictic,
ictus,
idaho,
idaic,
idant,
iddat,
iddio,
ideal,the idea of something that is perfect; something that one hopes to attain; conforming to an ultimate standard of perfection or excellence; embodying an ideal
idean,
idgah,
idiom,
idiot,
idism,
idist,
idite,
idler,
idola,
idose,
idryl,
ierne,
igara,
igdyr,
igloo,
ihlat,
ihram,
ijore,
ikona,
ileac,
ileon,
ileum,
ileus,
iliac,
iliad,
ilial,
ilian,
iliau,
ilima,
ilium,an ancient city in Asia Minor that was the site of the Trojan War
illth,
iloko,
image,
imago,
imban,
imbat,
imbed,
imber,
imbue,
imide,any of a class of organic compounds that contain the divalent radical -CONHCO-
imine,
imino,
immew,
immit,
immix,
impar,
impel,
impen,
imply,
impot,
imshi,
inaja,
inane,
inapt,
inarm,
incan,
incog,
incur,make oneself subject to; bring upon oneself; become liable to
incus,
incut,
indan,
index,a numerical scale used to compare variables with one another or with some reference number; list in an index
india,
indic,
indra,
indri,
indue,give qualities or abilities to
indus,
indyl,
inept,
ineri,
inerm,
inert,unable to move or resist motion
infer,
infit,
infix,
infra,
inger,
ingle,
ingot,
inial,
inigo,
inion,
injun,(slang
inken,
inker,
inket,
inkle,
inkra,
inlaw,
inlay,
inlet,
inner,located inward
innet,
inoma,
inone,
inorb,
input,
inrub,
inrun,
insea,
insee,
inset,
inter,
intil,
intue,
inula,
inure,
inurn,
invar,an alloy of iron and nickel having a low coefficient of thermal expansion; used in tuning forks and measuring tapes and other instruments
inwit,
iodic,
iodol,
ionic,
iowan,
iphis,
irade,
irani,
iraqi,
irate,
irena,
irene,
irfan,
irgun,
irian,
irish,
iroha,
iroko,
irone,
irony,
irpex,
irvin,
irwin,
isaac,
isawa,
iseum,
isiac,
islam,
islay,
islet,
islot,
ismal,
issei,
issue,
istle,
itala,
itali,
itchy,
itcze,
itemy,
ither,
ivied,overgrown with ivy
ivory,
ixion,
ixora,
izard,
izote,
iztle,
izumi,
jabia,
jabot,a ruffle on the front of a woman's blouse or a man's shirt
jabul,
jacal,
jacko,
jacky,
jacob,
jaded,
jagat,
jager,
jaggy,
jagir,
jagla,
jagua,tree of the West Indies and northern South America bearing succulent edible orange-sized fruit
jahve,
jaime,
jaina,
jakes,
jakob,
jakun,
jalap,
jaman,
jambo,
james,
jamie,
jammy,
janet,
janos,
jantu,
janua,
janus,
japan,
japer,
japyx,
jared,
jarmo,
jarra,
jarry,
jasey,
jason,
jatha,
jatki,
jatni,
jaunt,a journey taken for pleasure; make a trip for pleasure
javan,
javer,
jawab,
jawed,talk socially without exchanging too much information; of animals having jaws of a specified type
jazzy,
jeans,
jeany,
jebus,
jeery,
jehup,
jelab,
jelly,
jemez,
jemmy,
jenna,
jenny,
jerez,
jerib,
jerky,
jerry,
jesse,
jesus,
jetty,a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away
jewel,
jewry,
jheel,
jhool,
jibby,
jiboa,
jiffy,a very short time (as the time it takes the eye to blink or the heart to beat
jiggy,
jihad,
jimmy,
jingo,
jinja,
jinks,noisy and mischievous merrymaking
jinni,
jinny,
jiqui,
jirga,
jitro,
jixie,
jocko,
jocum,
jodel,
johan,
joint,(anatomy; fit as if by joints; united or combined
joist,
joker,
jokul,
jolly,
jolty,causing or characterized by jolts and irregular movements
jonah,
jonas,
jones,
joola,
joree,
jorge,
jorum,
joshi,
josie,
josip,
jotty,
jough,
joule,
jours,
joust,
jowar,
jowel,
jower,
jowly,
jowpy,
joyce,
juang,
jubbe,
judah,
judas,
judex,
judge,
jufti,
jugal,
juger,
jugum,
juice,
juicy,
julep,
jules,
julia,
julid,
julie,
julio,
julus,
jumba,
jumbo,
jumby,
jumma,
jumpy,
junco,
junta,
junto,
jupon,
jural,
jurat,
jurel,
juror,
jussi,
justo,
jutic,
jutka,
jutty,
juvia,
juyas,
kabel,
kadmi,
kados,
kafir,
kafiz,
kafka,Czech novelist who wrote in German about a nightmarish world of isolated and troubled individuals (1883-1924
kafta,
kahar,
kahau,
kaimo,
kaiwi,
kajar,
kakan,
kakar,
kakke,
kalon,
kamao,
kamas,
kamba,
kamel,
kamik,
kanae,
kanap,
kanat,
kande,
kaneh,
kanga,
kanji,
kansa,
kapai,
kapok,a plant fiber from the kapok tree; used for stuffing and insulation
kappa,the 10th letter of the Greek alphabet
kappe,
kapur,
kaput,destroyed or killed
karbi,
karch,
karel,
karen,
karma,
karou,
karri,
karst,
kasha,
kashi,
kaska,
kassu,
katar,
katha,
kathy,
katie,
katik,
katun,
kauri,
kayak,a small canoe consisting of a light frame made watertight with animal skins; used by Eskimos; travel in a small canoe
kayan,
kazak,
kazoo,
keach,
keawe,
kebab,
kecky,
kedar,
kedge,
keech,
keena,
keest,
keeve,
kefir,
kefti,
keita,
keith,
keleh,
kelek,
kelep,
kella,
kelly,
kelpy,
kelty,
kemal,
kempt,
kempy,
kenaf,
kenai,
kench,
kenno,
kerat,
kerel,
keres,
kerri,
kerry,
keryx,
ketal,
ketch,
keten,
ketol,
kette,
ketty,
ketyl,
kevan,
kevel,
kevin,
kevyn,
keyed,
khadi,
khair,
khaja,
khaki,
khami,
khasa,
khasi,
khass,
khaya,
khila,
khmer,
khoja,
khoka,
khond,
khuai,
khula,
khuzi,
khvat,
kiack,
kiaki,
kiang,
kibei,
kiddy,
kieye,
kikar,
kikki,
kilah,
kilan,
kileh,
kiley,
kilim,
killy,
kimmo,
kinah,
kinch,
kingu,
kinky,(used of sexual behavior
kioea,
kioko,
kiosk,
kiowa,
kippy,
kirve,
kishy,
kisra,
kissy,
kiswa,
kitab,
kitan,
kitar,
kithe,
kitty,the combined stakes of the betters
kiver,
kiwai,
kiyas,
kizil,
klaus,
kling,
klops,
klosh,
knack,
knape,
knark,
knave,a deceitful and unreliable scoundrel
knead,make uniform
kneed,
kneel,
knell,
knelt,
knezi,
kniaz,
knick,
knife,
knock,
knoll,
knosp,
knout,
knowe,
known,
knurl,
knute,
knyaz,
koala,
koali,
koban,
kobus,
kodak,
kodro,
koeri,
kogia,
kohen,
kohua,
koila,
koine,
kokam,
kokan,
kokil,
kokio,
kokra,
kokum,
kolea,
kolis,
kombu,
konak,
konde,
kongo,
kongu,
konia,
kooka,
koorg,
koppa,
korah,
koran,
korec,
korin,
koroa,
korwa,
kosin,
kotal,
kotar,
kouza,
kovil,
koyan,
kraal,
kraft,strong wrapping paper made from pulp processed with a sulfur solution
krait,
krama,
kraut,
kreis,
krems,
kreng,
krepi,
krina,
krome,
krona,the basic unit of money in Sweden
krone,
kroon,the basic unit of money in Estonia
krosa,
kubba,
kudos,
kudzu,
kufic,
kugel,
kukri,
kukui,
kulah,
kulak,
kuman,
kumbi,
kumni,
kumyk,
kunai,
kunbi,
kurku,
kurmi,
kurus,
kusam,
kusan,
kusha,
kusti,
kusum,
kvass,
kvint,
kwapa,
kyack,
kylix,
kyrie,
kyung,
laang,
laban,
labba,
label,
labia,
labis,
labor,a social class comprising those who do manual labor or work for wages; strive and make an effort to reach a goal
labra,
lacca,
laced,"spin, wind, or twist together; closed with a lace"
lacer,
lacet,
lache,
lacis,
lacto,
laden,
lader,
ladik,
ladin,
ladle,a spoon-shaped vessel with a long handle; frequently used to transfer liquids from one container to another; put (a liquid
laeti,
lagan,
lagen,
lager,a camp defended by a circular formation of wagons
lagna,
laich,
laigh,
laine,
laird,
lairy,
laity,
laker,
lakie,
lamba,
lamby,
lamel,
lamia,
lamin,
lammy,
lamna,
lamus,
lamut,
lanao,
lanas,
lanaz,
lance,
laney,
langi,
lango,
lanky,
lanny,
lanum,
lapel,lap at the front of a coat; continuation of the coat collar
lapon,
lappa,
lapse,
lapsi,
larch,
lardy,
large,
largo,
laria,
larid,
larin,
larix,
larky,
larry,
larus,
larva,the immature free-living form of most invertebrates and amphibians and fish which at hatching from the egg is fundamentally unlike its parent and must metamorphose
larve,
laser,
lasso,
lasty,
latah,
latax,
latch,
lated,
laten,
later,
latex,
lathe,
lathy,
latin,
latro,
latus,
lauan,
laugh,
lauia,
laund,
laura,
laver,
lavic,
lawny,
lawzy,
laxly,
layer,
layia,
layne,
lazar,
leach,
leads,
leady,
leafy,
leaky,
leant,to incline or bend from a vertical position
leapt,
learn,
lease,
leash,
least,
leath,
leave,the period of time during which you are absent from work or duty; go away from a place
leavy,
leban,
leden,
ledge,
ledgy,
ledol,
ledum,
leech,
leeky,
leery,
legal,
leger,
leges,
leggy,
legit,
legoa,
legua,
lehua,
leigh,
leila,
leith,
lekha,
lelia,
leman,
lemel,
lemma,
lemna,
lemon,
lemur,
lenad,
lenca,
lench,
lendu,
lenis,
lenny,
lenth,
lento,(of tempo; in music
leora,
lepas,
leper,a person afflicted with leprosy
lepra,
lepus,a constellation in the southern hemisphere near Orion and Columba
lerot,
lerwa,
lesgh,
lesiy,
lessn,
letch,man with strong sexual desires
lethe,
letty,
letup,a pause during which things are calm or activities are diminished
leuch,
leuco,
leuma,
leung,
levee,a formal reception of visitors or guests (as at a royal court
level,
lever,
levin,
levir,
levis,(New Testament
lewie,
lewis,
lewth,
lexia,
lhota,
liana,
liang,
liard,
libby,
libel,a false and malicious publication printed for the purpose of defaming a living person; print slanderous statements against
liber,
libra,(astrology
licca,
lichi,Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried
licit,
liege,
liesh,
lieue,
lieve,
lifer,
lifey,
ligas,
light,
ligne,
liken,"consider or describe as similar, equal, or analogous"
liker,
likin,
lilac,
liman,
limax,
limbo,
limbu,
limby,
limen,
limer,
limes,a caustic substance produced by heating limestone; spread birdlime on branches to catch birds
limey,a man of English descent
limit,
limma,
limmu,
limpy,
limsy,
linch,
linda,
lindo,
linea,
lined,
linen,
liner,
linet,
linga,
linge,
lingo,
lingy,
linha,
linie,
linin,
linja,
linje,
links,
linky,
linne,
linon,
linos,
linty,
linum,
linus,
lipan,
lipin,
lippy,
lisle,
litas,
litch,
liter,
lithe,
lithi,
litho,
lithy,
litra,
litus,
lived,
liven,
liver,
livid,
livor,
livre,
liwan,
llama,
llano,an extensive grassy and nearly treeless plain (especially in Latin America
lloyd,
lludd,
loach,
loamy,
loasa,any of various perennial South American plants of the genus Loasa having stinging hairs and showy white or yellow or reddish-orange flowers
loath,unwillingness to do something contrary to your custom
loave,
lobal,
lobar,
lobby,
lobed,
local,
lochy,
locky,
locum,
locus,
lodge,
lodha,
lodur,
loess,
lofty,of high moral or intellectual value; elevated in nature or style
logia,
logic,
logie,
login,
logoi,
logos,a company emblem or device
lohan,a Buddhist who has attained nirvana
lohar,
lokao,
loket,
lolly,
longa,
longe,
longs,
looby,
loony,
loopy,
loose,
loper,
loppy,
loral,
loran,
lordy,
lored,
loren,
loric,
loris,
lorry,
lorum,
losel,
loser,a contestant who loses the contest
lotic,
lotta,
lotte,
lotto,
lotus,
louch,
louey,
lough,a long narrow (nearly landlocked
louie,
louis,United States prizefighter who was world heavyweight champion for 12 years (1914-1981
loulu,
loupe,
louse,
lousy,very bad
louty,
lover,
lowan,
lower,
lowly,
lowth,
loxia,
loxic,
loyal,
lubra,
lucan,
lucet,
lucia,
lucid,
lucky,
lucre,
luffa,
luger,
luian,
luigi,
luite,
lukas,
lulab,
lumen,
lummy,
lumpy,
lunar,of or relating to or associated with the moon
lunch,
lunda,puffins
lunel,
lunes,
lunge,
lungi,
lungy,
lunka,
lupid,
lupis,
lupus,
lural,
lurch,
lurer,
lurid,
lurky,
lurry,
lushy,
lusky,
lusty,
lutao,
luteo,
luter,
lutra,
luxus,
lyard,
lycid,
lycus,
lydia,
lyery,
lying,the deliberate act of deviating from the truth; be located or situated somewhere; occupy a certain position
lymph,
lynch,
lynne,
lyric,
lyrid,
lysin,
lysis,recuperation in which the symptoms of an acute disease gradually subside
lyssa,
lytic,
lytta,
mabel,
macan,
macao,
macaw,
macco,
macer,an official who carries a mace of office
machi,
macle,
macon,
macro,
madam,
madge,
madia,genus of sticky herbs with yellow flowers open in morning or evening but closed in bright light
madid,
madly,
madoc,
mafic,
mafoo,
magas,
maggy,
maghi,
magic,
magma,
magog,
magot,
mahar,
mahdi,
mahoe,
mahra,
mahri,
mahua,
maida,
maidu,
maidy,
maiid,
maine,
mains,any very large body of (salt
maint,
maire,
maius,
maize,
major,
makah,
maker,
makua,
makuk,
malar,
malax,
malay,
maleo,
malic,
malik,
malmy,
malto,
malty,
malus,
malva,
mamba,
mambo,
mamie,
mamma,
mammy,
manal,
manas,
mande,a group of African languages in the Niger-Congo group spoken from Senegal east as far as the Ivory Coast
maned,
manei,
manes,
maney,
manga,
mange,
mangi,
mango,
mangy,having many worn or threadbare spots in the nap
mania,
manic,affected with or marked by frenzy or mania uncontrolled by reason
manid,
manis,
maniu,
manly,
manna,hardened sugary exudation of various trees
manny,
manoc,
manor,the mansion of a lord or wealthy person
manse,
manso,
manta,
manto,
manul,
manus,
maori,
mapau,
maple,
mappy,
maqui,
marae,
maral,
march,the month following February and preceding April; march in a procession
marci,
marco,
mardy,
marek,
marge,
maria,
marid,
marie,
mario,
maris,
marka,
marko,
marla,
marli,
marly,
marok,
marry,
marsh,
marsi,
martu,
marty,
masai,
masha,
mashy,
mason,
massa,
masse,
massy,
masty,
matai,
matar,
matax,
match,
mater,
matey,
matin,
matka,
matra,
matsu,
matta,
matte,
matti,
matty,
matzo,
maugh,
maund,
mauri,
mauve,
mavis,common Old World thrush noted for its song
mawky,
maxim,a saying that is widely accepted on its own merits
mayan,
maybe,
mayda,
mayer,
mayey,
maynt,
mayor,
mazda,
mazed,
mazer,
mazic,
mazur,
mazut,
mbaya,
mbori,
mbuba,
mckay,
mealy,containing meal or made of meal
meant,
mease,
meaty,
mecca,
mecon,
medal,
media,a means or instrumentality for storing or communicating information
medic,
medio,
medoc,
meece,
meeks,
meese,
meggy,
meile,
meith,
melam,
melas,
melch,
melee,
meles,
melia,
melic,
meloe,
melon,
melos,
mende,
mendi,
mends,
menic,
mensa,
mense,
mensk,
merak,
merat,
merch,
mercy,
merel,
merge,become one
mergh,
meril,
merit,
merle,
merop,
meros,
merry,
merse,
mesad,
mesal,
mesem,
meshy,
mesic,
mesne,
meson,
messe,
messy,
mesua,
metad,
metal,
metel,
meter,
metic,
metin,
metis,a person in western Canada who is of Caucasian and American Indian ancestry
metol,
metra,
metze,
meuse,a European river; flows into the North Sea
meute,
mewer,
mezzo,
miami,a member of the extinct Algonquian people formerly living in northern Indiana and southern Michigan
miaow,the sound made by a cat (or any sound resembling this; make a cat-like sound
miasm,an unwholesome atmosphere
miaul,
micah,
miche,
micht,
micky,
micro,
middy,
mider,
midge,
midgy,
midst,
miffy,
might,
mikey,
mikie,
mikir,
milan,
milch,
miler,
miles,"a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters"
milha,
milky,resembling milk in color; not clear
milla,
mille,
milly,
milpa,
milty,
mimeo,a rotary duplicator that uses a stencil through which ink is pressed (trade mark Roneo; print copies from (a prepared stencil
mimer,
mimic,
mimly,
mimus,
minar,
mince,food chopped into small bits; make less severe or harsh
miner,
mines,
minge,
mingo,
mingy,(used of persons or behavior
minim,
minny,
minor,
minos,
minot,
minty,relating to or suggestive of mint
minus,
miqra,
mirac,
mirak,
mirid,
mirth,
mirza,
misdo,
miser,
misgo,
misky,
missy,
misty,
mitch,
miter,"joint that forms a corner; usually both sides are bevelled at a 45-degree angle to form a 90-degree corner; bevel the edges of, to make a miter joint"
mitis,
mitra,Hindu god of friendship and alliances; usually invoked together with Varuna as a supporter of heaven and earth
mitre,
mitty,
mitua,
mixed,
mixen,
mixer,
mizar,
mizzy,
mneme,
mnium,
mobby,
mobed,
moble,
mocha,
mocoa,
modal,
model,
modoc,
moggy,
mogul,a bump on a ski slope
mohar,
mohel,
mohur,
moira,
moire,
moise,
moism,
moist,
moity,
mokum,
molal,
molar,
moldy,
moler,
molge,
molka,
molle,
molly,
molpe,
momme,
mommy,
momus,
monad,
monal,
monas,an island to the northwest of Wales
monel,
moner,
money,the most common medium of exchange; functions as legal tender
mongo,
monny,
monte,
month,one of the twelve divisions of the calendar year
montu,
monty,
mooch,someone who mooches or cadges (tries to get something free; ask for and get free; be a parasite
moody,
mools,
moony,
moore,
moorn,
moors,
moory,
moosa,
moose,
moost,
mooth,
mopan,
moper,
mopla,
moppy,
mopsy,
mopus,
moqui,
moral,
moran,
morat,
moray,
mordv,
morel,
mores,"English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state"
morga,
moric,
morin,
mormo,
morne,
moroc,
moron,a person of subnormal intelligence
morph,
morse,
morth,
morus,type genus of the Moraceae: mulberries
moses,(Old Testament
mosey,
mosgu,
mossi,
mossy,
moste,
mosul,
mosur,
moted,
motel,
moter,
motet,
motey,
mothy,
motif,
motor,
motte,
motto,
moudy,
mould,
moule,
mouls,
mouly,
mound,(baseball; form into a rounded elevation
mount,
mourn,
mouse,any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails; to go stealthily or furtively
mousy,
mouth,
mover,
movie,
mowch,
mower,
mowha,
mowie,
mowra,
mowse,
mowth,
moyen,
moyle,
mpret,
muang,
mucic,
mucid,
mucin,
mucky,
mucor,
mucro,
mucus,
mudar,
mudde,
muddy,
mudee,
mudir,
mudra,
muffy,
mufti,a jurist who interprets Muslim religious law
mufty,
muggy,hot or warm and humid
mugil,type genus of the Mugilidae: mullets
muist,
mukri,
mukti,
mulch,a protective covering of rotting vegetable matter spread to reduce evaporation and soil erosion; cover with mulch
mulct,
muley,
mulga,
mulla,
mulse,
mummy,
mumps,an acute contagious viral disease characterized by fever and by swelling of the parotid glands
munch,
munda,
munga,
munge,
mungo,
mungy,
munia,
muong,
mural,
muran,
murat,
murex,
murga,
murid,
murky,
murly,
murmi,
murph,
murra,
murre,
murut,
murva,
murza,
musal,
musar,
musca,
musci,
mused,
muser,a reflective thinker characterized by quiet contemplation
musgu,
musha,
mushy,
music,
musie,
musky,
mussy,
musty,covered with or smelling of mold
mutch,
muter,
mutic,
muzzy,
myall,
mymar,
myoid,
myoma,
myope,
myops,
myopy,
myron,
myrrh,
mysel,
mysid,
mysis,
nabak,
nabal,
nabby,
nabla,
nable,
nabob,
nacre,the iridescent internal layer of a mollusk shell
nacry,
nadir,
naggy,
naght,
nagor,
nahor,
nahua,
nahum,
naiad,
naias,sole genus of the family Naiadaceae
naily,
nairy,
naish,
naive,
naked,
naker,
nakir,
nakoo,
namaz,
nambe,
namda,
namer,a person who gives a name or names
nance,
nancy,
nanda,
nandi,
nandu,smaller of two tall fast-running flightless birds similar to ostriches but three-toed; found from Peru to Strait of Magellan
nanes,
nanga,
nanny,a woman who is the custodian of children
nantz,
naomi,
naoto,
napal,
napoo,
nappe,
nappy,
naren,
nares,
naric,
narky,
narra,
nasab,
nasal,
nasch,
nassa,
nasty,
nasua,
nasus,
natal,
natch,
nates,
nathe,
natty,marked by up-to-dateness in dress and manners
naumk,
naunt,
naval,
navar,
navel,
navet,
navew,
navvy,
nawab,
nayar,
nazim,
nazir,
neath,
nebby,
nebel,
neddy,
needs,"a condition requiring relief; require as useful, just, or proper; in such a manner as could not be otherwise"
needy,
neeld,
neele,
neese,
neeze,
neffy,
neger,
negro,
negus,
neigh,
neist,
nejdi,
nelly,
nenta,
neoza,
nepal,
neper,
nerve,
nervy,
nesty,
neter,
netop,
netty,
neuma,
neume,
nevel,
never,not ever; at no time in the past or future
nevoy,
nevus,a blemish on the skin that is formed before birth
newar,
newel,the post at the top or bottom of a flight of stairs; it supports the handrail
newly,
newsy,
nexal,
nexum,
nexus,
ngaio,
ngapi,
ngoko,
niall,
niata,
nibby,
niche,
nicky,
nicol,
nidal,
nidge,
nidor,
nidus,
niece,
niels,
niepa,
nieve,
nific,
nifle,
nifty,
nigel,
night,the time after sunset and before sunrise while it is dark outside
nigre,
nigua,
nihal,
nikau,
nikko,
nilot,
nimbi,
ninja,
ninny,
ninon,
ninox,
ninth,
nintu,a name under which Ninkhursag was worshipped
ninut,
niobe,
niota,
nippy,
nisan,
nisei,
nisse,
nisus,
nitch,
niter,[]
nitid,
niton,
nitro,
nitty,
niuan,
nival,
nixie,
nizam,
njave,
nobby,
noble,a titled peer of the realm; impressive in appearance
nobly,
nodal,
noddy,
noded,
nodus,
noemi,the mother-in-law of Ruth whose story is told in the Book of Ruth in the Old Testament
nogai,
nogal,
nohow,
noily,
noint,
noise,
noisy,full of or characterized by loud and nonmusical sounds
nokta,
nolle,
nomad,
nomic,
nomos,
nonce,
nonda,
nondo,
nones,
nonet,
nonic,
nonly,
nonya,
nonyl,
nooky,
noose,
nopal,
norah,
noria,
noric,
norie,
norma,
norna,
norse,
norsk,
north,
nosed,
noser,
nosey,
notal,
notan,
notch,
noted,make mention of; widely known and esteemed
noter,negation of a word or group of words
notum,
notus,
novel,
novem,
noway,
nowed,
nowel,
noxal,
noyau,
nubby,
nubia,
nucal,
nucha,
nucin,
nudge,
nullo,
numda,
numen,
nummi,
numud,
nunch,
nunki,
nunky,
nunni,
nuque,
nurly,
nurse,
nursy,
nutty,having the flavor of nuts
nyaya,
nydia,
nylon,a thermoplastic polyamide; a family of strong resilient synthetic fibers
nymil,
nymph,
nyoro,
nyssa,tupelos: deciduous trees of moist habitats especially swamps and beside ponds
nyxis,
oadal,
oaken,consisting of or made of wood of the oak tree
oakum,
oared,
oaric,
oasal,
oases,
oasis,a fertile tract in a desert (where the water table approaches the surface
oaten,
obeah,
obese,
obley,
obole,
occur,
ocean,
ocher,
ochna,
ochro,
ocote,
ocque,
ocrea,
octad,
octan,
octet,
octic,
octyl,
ocuby,
oddly,
odeon,
odeum,
odist,
odium,
odoom,
oecus,
oenin,
offal,
offer,
often,
ofter,
oftly,
ogeed,
ogham,
oghuz,
ogive,
ogler,
ogmic,
ohelo,
ohmic,
oiled,
oiler,
oisin,
okapi,
okrug,
olcha,
olchi,
olden,
older,
oldie,
oleic,
olein,a naturally occurring glyceride of oleic acid that is found in fats and oils
olena,
olent,
oliva,
olive,
ollie,
ology,
olona,
olson,
omaha,
omani,
omber,
omega,
omina,
omlah,
oncia,
oncin,
onery,
onion,the bulb of an onion plant
onium,
onkos,
onlay,
onmun,
onset,the beginning or early stages
ontal,
onymy,
oolak,
oolly,
oopak,
oopod,
ootid,mature ovum after penetration by sperm but before the formation of a zygote
opata,
opera,
ophic,
ophis,
opine,
opium,an addictive narcotic extracted from seed capsules of the opium poppy
optic,
orach,any of various herbaceous plants of the genus Atriplex that thrive in deserts and salt marshes
orage,
orang,
orant,
oraon,
orary,
orate,
orbed,
orbic,
orbit,
orcin,
order,
oread,
oreas,
organ,a fully differentiated structural and functional unit in an animal that is specialized for some particular function
orgia,
orgic,
orgue,
orias,
oribi,
oriel,
orion,
oriya,
orlet,
orlop,
ormer,
ornis,
oromo,
orris,German iris having large white flowers with lavender-tinged falls and a fragrant rhizome
orsel,
orson,
ortet,
ortho,
ortol,
ortyx,
oryza,
osage,
oscan,
oscar,an annual award by the Academy of Motion Picture Arts and Sciences for achievements in motion picture production and performance
oscin,
osela,
oshac,
oside,
osier,
oskar,
osmic,
osmin,
osone,
ossal,
osset,
ostic,
otary,
otate,
other,not the same one or ones already mentioned or implied
othin,
otkon,
otomi,
ottar,essential oil or perfume obtained from flowers
otter,
otyak,
ouabe,
ought,
ouija,
oukia,
oulap,
ounce,
ounds,
ouphe,
ourie,
outby,
outdo,
outed,
outen,
outer,
outgo,
outly,
outre,
ouzel,
ovant,
ovary,the organ that bears the ovules of a flower
ovate,
overt,
ovest,
ovile,
ovine,
ovism,
ovist,
ovoid,
ovolo,a convex molding having a cross section in the form of a quarter of a circle or of an ellipse
ovula,
ovule,
owght,
owing,be obliged to pay or repay; owed as a debt
owler,
owlet,young owl
owner,
owsen,
owser,
oxane,
oxbow,
oxboy,
oxeye,any North American shrubby perennial herb of the genus Heliopsis having large yellow daisylike flowers
oxfly,
oxide,
oxime,
oxlip,Eurasian primrose with yellow flowers clustered in a one-sided umbel
oxman,
oxter,
oyana,
ozark,
ozena,
ozias,
ozone,a colorless gas (O3
paauw,
pablo,
pacay,
paced,
pacer,
pacht,
padda,
paddy,
padge,
padle,
padre,a chaplain in one of the military services
padus,
paean,
paeon,
pagan,
pager,an electronic device that generates a series of beeps when the person carrying it is being paged
pagus,
pahmi,
paint,
paisa,
palar,
palas,
palau,
palay,
palch,
palea,
paled,
paler,
pales,"a wooden strip forming part of a fence; turn pale, as if in fear"
palet,
palla,
palli,
pallu,
pally,
palma,
palmo,
palmy,
palpi,
palsy,
palta,
palus,
pamir,
panak,
panax,
panda,
pandy,
paned,make a sweeping movement
panel,
pangi,
panic,an overwhelming feeling of fear and anxiety; be overcome by a sudden fear
panna,
panne,
panos,
panse,
pansy,large-flowered garden plant derived chiefly from the wild pansy of Europe and having velvety petals of various colors
panto,an abbreviation of pantomime
pants,
panty,short underpants for women or children (usually used in the plural
paola,
paolo,
papal,
papaw,
paper,
papey,
papio,
pappi,calyx composed of scales or bristles or featherlike hairs in plants of the Compositae such as thistles and dandelions
pappy,
papyr,
paque,
parah,
param,
parao,
parch,cause to wither or parch from exposure to heat
pardo,
parel,
paren,
parer,a manicurist who trims the fingernails
parge,
pargo,
paris,
parka,
parky,appreciably or disagreeably cold
parle,
parly,
parma,
parol,
parra,
parry,
parse,
parsi,a member of a monotheistic sect of Zoroastrian origin; descended from the Persians; now found in western India
parto,
party,
parus,
pasan,
pasch,
pasha,
pashm,
pasmo,
passe,
passo,
paste,
pasty,
pasul,
patao,
patas,
patch,a small contrasting part of something; to join or unite the pieces of
patel,
paten,
pater,
pathy,
patio,
patly,
patsy,
patta,
patte,
pattu,
patty,
paula,
pause,
pauxi,
pavan,
paver,
pavia,
pavid,
pavis,
pawer,
pawky,
payed,
payee,
payer,
payni,
payor,
peace,the state prevailing during the absence of war
peach,
peage,
peaky,
pearl,
peart,
peasy,
peaty,of or pertaining to or of the nature of peat
peavy,
peban,
pecan,
pecht,
pecky,
pecos,
pedal,
pedee,
pedes,
pedro,
pedum,
peele,
peeoy,
peepy,
peery,
peeve,
peggy,
peine,
peise,
pekan,
pekin,
pekoe,
pelew,
pelon,
pelta,
penal,
pence,
penda,
pengo,
penis,
penna,
penni,
penny,
pensy,
penta,
peony,
peppy,
perca,
perch,
percy,United States writer whose novels explored human alienation (1916-1990
perdu,
peres,
peril,a source of danger; a possibility of incurring loss or misfortune; pose a threat to; present a danger to
perit,
perky,characterized by liveliness and lightheartedness
perla,
perle,
perry,United States philosopher (1876-1957
perse,
perty,
perun,
pesah,
pesky,causing irritation or annoyance
peste,
petal,
peter,
petit,
petre,
petty,
